ATC_concept_class_id,ATC_concept_id,ATC_concept_name,Control,MedDRA_concept_class_id,MedDRA_concept_id,MedDRA_concept_name,ade,ade_name
ATC 5th,21603103,isoniazid,N,PT,42889748,Heparin-induced thrombocytopenia test positive,21603103_42889748,isoniazid and Heparin-induced thrombocytopenia test positive
ATC 5th,21603103,isoniazid,N,PT,42888927,Non-immune heparin associated thrombocytopenia,21603103_42888927,isoniazid and Non-immune heparin associated thrombocytopenia
ATC 5th,21603356,montelukast,N,PT,36315573,Blood creatinine abnormal,21603356_36315573,montelukast and Blood creatinine abnormal
ATC 5th,21603356,montelukast,N,PT,36315575,Blood creatinine increased,21603356_36315575,montelukast and Blood creatinine increased
ATC 5th,21603356,montelukast,N,PT,36315595,Creatinine renal clearance decreased,21603356_36315595,montelukast and Creatinine renal clearance decreased
ATC 5th,21603356,montelukast,N,PT,36315611,Inulin renal clearance decreased,21603356_36315611,montelukast and Inulin renal clearance decreased
ATC 5th,21603356,montelukast,N,PT,37019353,Renal cortical necrosis,21603356_37019353,montelukast and Renal cortical necrosis
ATC 5th,21603356,montelukast,N,PT,35506541,Renal papillary necrosis,21603356_35506541,montelukast and Renal papillary necrosis
ATC 5th,21603356,montelukast,N,PT,36315599,Creatinine urine decreased,21603356_36315599,montelukast and Creatinine urine decreased
ATC 5th,21603356,montelukast,N,PT,36315594,Creatinine renal clearance abnormal,21603356_36315594,montelukast and Creatinine renal clearance abnormal
ATC 5th,21603356,montelukast,N,PT,36313522,Alanine aminotransferase abnormal,21603356_36313522,montelukast and Alanine aminotransferase abnormal
ATC 5th,21603356,montelukast,N,PT,36313524,Alanine aminotransferase increased,21603356_36313524,montelukast and Alanine aminotransferase increased
ATC 5th,21603356,montelukast,N,PT,35909522,Biliary cirrhosis,21603356_35909522,montelukast and Biliary cirrhosis
ATC 5th,21603356,montelukast,N,PT,36313544,Bilirubin conjugated increased,21603356_36313544,montelukast and Bilirubin conjugated increased
ATC 5th,21603356,montelukast,N,PT,35909527,Hepatic cirrhosis,21603356_35909527,montelukast and Hepatic cirrhosis
ATC 5th,21603356,montelukast,N,PT,35909611,Hepatic necrosis,21603356_35909611,montelukast and Hepatic necrosis
ATC 5th,21603356,montelukast,N,PT,35909471,Hepatitis cholestatic,21603356_35909471,montelukast and Hepatitis cholestatic
ATC 5th,21603356,montelukast,N,PT,35909622,Hepatocellular damage neonatal,21603356_35909622,montelukast and Hepatocellular damage neonatal
ATC 5th,21603356,montelukast,N,PT,35909624,Hepatocellular injury,21603356_35909624,montelukast and Hepatocellular injury
ATC 5th,21603356,montelukast,N,PT,36312568,Blood alkaline phosphatase increased,21603356_36312568,montelukast and Blood alkaline phosphatase increased
ATC 5th,21603356,montelukast,N,PT,36312566,Blood alkaline phosphatase abnormal,21603356_36312566,montelukast and Blood alkaline phosphatase abnormal
ATC 5th,21603356,montelukast,N,PT,35909628,Mixed liver injury,21603356_35909628,montelukast and Mixed liver injury
ATC 5th,21603356,montelukast,N,PT,35909503,Liver injury,21603356_35909503,montelukast and Liver injury
ATC 5th,21603356,montelukast,N,PT,36313543,Bilirubin conjugated abnormal,21603356_36313543,montelukast and Bilirubin conjugated abnormal
ATC 5th,21603356,montelukast,N,PT,35909606,Cholestatic liver injury,21603356_35909606,montelukast and Cholestatic liver injury
ATC 5th,21603356,montelukast,N,PT,42889492,Acute yellow liver atrophy,21603356_42889492,montelukast and Acute yellow liver atrophy
ATC 5th,21603356,montelukast,N,PT,42889495,Drug-induced liver injury,21603356_42889495,montelukast and Drug-induced liver injury
ATC 5th,21603356,montelukast,N,PT,36009756,Anaphylactic reaction,21603356_36009756,montelukast and Anaphylactic reaction
ATC 5th,21603356,montelukast,N,PT,36009707,Erythema multiforme,21603356_36009707,montelukast and Erythema multiforme
ATC 5th,21603356,montelukast,N,PT,36045217,Fixed drug eruption,21603356_36045217,montelukast and Fixed drug eruption
ATC 5th,21603356,montelukast,N,PT,35607134,Oculomucocutaneous syndrome,21603356_35607134,montelukast and Oculomucocutaneous syndrome
ATC 5th,21603356,montelukast,N,PT,37320187,Rash papular,21603356_37320187,montelukast and Rash papular
ATC 5th,21603356,montelukast,N,PT,36009724,Stevens-Johnson syndrome,21603356_36009724,montelukast and Stevens-Johnson syndrome
ATC 5th,21603356,montelukast,N,PT,36009754,Toxic epidermal necrolysis,21603356_36009754,montelukast and Toxic epidermal necrolysis
ATC 5th,21603356,montelukast,N,PT,36009755,Toxic skin eruption,21603356_36009755,montelukast and Toxic skin eruption
ATC 5th,21603356,montelukast,N,PT,36313175,Platelet count abnormal,21603356_36313175,montelukast and Platelet count abnormal
ATC 5th,21603356,montelukast,N,PT,36313176,Platelet count decreased,21603356_36313176,montelukast and Platelet count decreased
ATC 5th,21603356,montelukast,N,PT,35104678,Platelet destruction increased,21603356_35104678,montelukast and Platelet destruction increased
ATC 5th,21603356,montelukast,N,PT,35104679,Platelet disorder,21603356_35104679,montelukast and Platelet disorder
ATC 5th,21603356,montelukast,N,PT,35104690,Platelet production decreased,21603356_35104690,montelukast and Platelet production decreased
ATC 5th,21603356,montelukast,N,PT,35104182,Purpura neonatal,21603356_35104182,montelukast and Purpura neonatal
ATC 5th,21603356,montelukast,N,PT,35104691,Thrombocytopenia,21603356_35104691,montelukast and Thrombocytopenia
ATC 5th,21603356,montelukast,N,PT,35104692,Thrombocytopenia neonatal,21603356_35104692,montelukast and Thrombocytopenia neonatal
ATC 5th,21603356,montelukast,N,PT,35104693,Thrombocytopenic purpura,21603356_35104693,montelukast and Thrombocytopenic purpura
ATC 5th,21603356,montelukast,N,PT,35104688,Heparin-induced thrombocytopenia,21603356_35104688,montelukast and Heparin-induced thrombocytopenia
ATC 5th,21603356,montelukast,N,PT,42889748,Heparin-induced thrombocytopenia test positive,21603356_42889748,montelukast and Heparin-induced thrombocytopenia test positive
ATC 5th,21603356,montelukast,N,PT,42888927,Non-immune heparin associated thrombocytopenia,21603356_42888927,montelukast and Non-immune heparin associated thrombocytopenia
ATC 5th,21603967,ibuprofen,N,PT,36313522,Alanine aminotransferase abnormal,21603967_36313522,ibuprofen and Alanine aminotransferase abnormal
ATC 5th,21603967,ibuprofen,N,PT,36313524,Alanine aminotransferase increased,21603967_36313524,ibuprofen and Alanine aminotransferase increased
ATC 5th,21603967,ibuprofen,N,PT,35909522,Biliary cirrhosis,21603967_35909522,ibuprofen and Biliary cirrhosis
ATC 5th,21603967,ibuprofen,N,PT,36313544,Bilirubin conjugated increased,21603967_36313544,ibuprofen and Bilirubin conjugated increased
ATC 5th,21603967,ibuprofen,N,PT,35909527,Hepatic cirrhosis,21603967_35909527,ibuprofen and Hepatic cirrhosis
ATC 5th,21603967,ibuprofen,N,PT,35909611,Hepatic necrosis,21603967_35909611,ibuprofen and Hepatic necrosis
ATC 5th,21603967,ibuprofen,N,PT,35909471,Hepatitis cholestatic,21603967_35909471,ibuprofen and Hepatitis cholestatic
ATC 5th,21603967,ibuprofen,N,PT,35909622,Hepatocellular damage neonatal,21603967_35909622,ibuprofen and Hepatocellular damage neonatal
ATC 5th,21603967,ibuprofen,N,PT,35909624,Hepatocellular injury,21603967_35909624,ibuprofen and Hepatocellular injury
ATC 5th,21603967,ibuprofen,N,PT,36312568,Blood alkaline phosphatase increased,21603967_36312568,ibuprofen and Blood alkaline phosphatase increased
ATC 5th,21603967,ibuprofen,N,PT,36312566,Blood alkaline phosphatase abnormal,21603967_36312566,ibuprofen and Blood alkaline phosphatase abnormal
ATC 5th,21603967,ibuprofen,N,PT,35909628,Mixed liver injury,21603967_35909628,ibuprofen and Mixed liver injury
ATC 5th,21603967,ibuprofen,N,PT,35909503,Liver injury,21603967_35909503,ibuprofen and Liver injury
ATC 5th,21603967,ibuprofen,N,PT,36313543,Bilirubin conjugated abnormal,21603967_36313543,ibuprofen and Bilirubin conjugated abnormal
ATC 5th,21603967,ibuprofen,N,PT,35909606,Cholestatic liver injury,21603967_35909606,ibuprofen and Cholestatic liver injury
ATC 5th,21603967,ibuprofen,N,PT,42889492,Acute yellow liver atrophy,21603967_42889492,ibuprofen and Acute yellow liver atrophy
ATC 5th,21603967,ibuprofen,N,PT,42889495,Drug-induced liver injury,21603967_42889495,ibuprofen and Drug-induced liver injury
ATC 5th,21603967,ibuprofen,N,PT,36919145,Acute psychosis,21603967_36919145,ibuprofen and Acute psychosis
ATC 5th,21603967,ibuprofen,N,PT,36919053,Affective disorder,21603967_36919053,ibuprofen and Affective disorder
ATC 5th,21603967,ibuprofen,N,PT,36918968,Delusion,21603967_36918968,ibuprofen and Delusion
ATC 5th,21603967,ibuprofen,N,PT,36918969,Delusion of grandeur,21603967_36918969,ibuprofen and Delusion of grandeur
ATC 5th,21603967,ibuprofen,N,PT,36918970,Delusion of reference,21603967_36918970,ibuprofen and Delusion of reference
ATC 5th,21603967,ibuprofen,N,PT,36918971,Delusion of replacement,21603967_36918971,ibuprofen and Delusion of replacement
ATC 5th,21603967,ibuprofen,N,PT,36918974,Erotomanic delusion,21603967_36918974,ibuprofen and Erotomanic delusion
ATC 5th,21603967,ibuprofen,N,PT,36919067,Grandiosity,21603967_36919067,ibuprofen and Grandiosity
ATC 5th,21603967,ibuprofen,N,PT,36918975,Jealous delusion,21603967_36918975,ibuprofen and Jealous delusion
ATC 5th,21603967,ibuprofen,N,PT,36919075,Paranoia,21603967_36919075,ibuprofen and Paranoia
ATC 5th,21603967,ibuprofen,N,PT,36918976,Persecutory delusion,21603967_36918976,ibuprofen and Persecutory delusion
ATC 5th,21603967,ibuprofen,N,PT,36919154,Schizoaffective disorder,21603967_36919154,ibuprofen and Schizoaffective disorder
ATC 5th,21603967,ibuprofen,N,PT,36919152,Senile psychosis,21603967_36919152,ibuprofen and Senile psychosis
ATC 5th,21603967,ibuprofen,N,PT,36919153,Shared psychotic disorder,21603967_36919153,ibuprofen and Shared psychotic disorder
ATC 5th,21603967,ibuprofen,N,PT,36918977,Somatic delusion,21603967_36918977,ibuprofen and Somatic delusion
ATC 5th,21603967,ibuprofen,N,PT,36919151,Reactive psychosis,21603967_36919151,ibuprofen and Reactive psychosis
ATC 5th,21603967,ibuprofen,N,PT,36919136,Transient psychosis,21603967_36919136,ibuprofen and Transient psychosis
ATC 5th,21603967,ibuprofen,N,PT,36919033,Bipolar disorder,21603967_36919033,ibuprofen and Bipolar disorder
ATC 5th,21603967,ibuprofen,N,PT,36718514,Epileptic psychosis,21603967_36718514,ibuprofen and Epileptic psychosis
ATC 5th,21603967,ibuprofen,N,PT,36919146,Childhood psychosis,21603967_36919146,ibuprofen and Childhood psychosis
ATC 5th,21603967,ibuprofen,N,PT,36919149,Psychotic disorder,21603967_36919149,ibuprofen and Psychotic disorder
ATC 5th,21603967,ibuprofen,N,PT,36919147,Hysterical psychosis,21603967_36919147,ibuprofen and Hysterical psychosis
ATC 5th,21603967,ibuprofen,N,PT,36918973,Depressive delusion,21603967_36918973,ibuprofen and Depressive delusion
ATC 5th,21603967,ibuprofen,N,PT,36211642,Psychosis postoperative,21603967_36211642,ibuprofen and Psychosis postoperative
ATC 5th,21603967,ibuprofen,N,PT,42890510,Postictal psychosis,21603967_42890510,ibuprofen and Postictal psychosis
ATC 5th,21603967,ibuprofen,N,PT,36919230,Completed suicide,21603967_36919230,ibuprofen and Completed suicide
ATC 5th,21603967,ibuprofen,N,PT,36919236,Suicide attempt,21603967_36919236,ibuprofen and Suicide attempt
ATC 5th,21603967,ibuprofen,N,PT,36313175,Platelet count abnormal,21603967_36313175,ibuprofen and Platelet count abnormal
ATC 5th,21603967,ibuprofen,N,PT,36313176,Platelet count decreased,21603967_36313176,ibuprofen and Platelet count decreased
ATC 5th,21603967,ibuprofen,N,PT,35104678,Platelet destruction increased,21603967_35104678,ibuprofen and Platelet destruction increased
ATC 5th,21603967,ibuprofen,N,PT,35104679,Platelet disorder,21603967_35104679,ibuprofen and Platelet disorder
ATC 5th,21603967,ibuprofen,N,PT,35104690,Platelet production decreased,21603967_35104690,ibuprofen and Platelet production decreased
ATC 5th,21603967,ibuprofen,N,PT,35104182,Purpura neonatal,21603967_35104182,ibuprofen and Purpura neonatal
ATC 5th,21603967,ibuprofen,N,PT,35104691,Thrombocytopenia,21603967_35104691,ibuprofen and Thrombocytopenia
ATC 5th,21603967,ibuprofen,N,PT,35104692,Thrombocytopenia neonatal,21603967_35104692,ibuprofen and Thrombocytopenia neonatal
ATC 5th,21603967,ibuprofen,N,PT,35104693,Thrombocytopenic purpura,21603967_35104693,ibuprofen and Thrombocytopenic purpura
ATC 5th,21603967,ibuprofen,N,PT,35104688,Heparin-induced thrombocytopenia,21603967_35104688,ibuprofen and Heparin-induced thrombocytopenia
ATC 5th,21603967,ibuprofen,N,PT,42889748,Heparin-induced thrombocytopenia test positive,21603967_42889748,ibuprofen and Heparin-induced thrombocytopenia test positive
ATC 5th,21603967,ibuprofen,N,PT,42888927,Non-immune heparin associated thrombocytopenia,21603967_42888927,ibuprofen and Non-immune heparin associated thrombocytopenia
ATC 5th,21604757,methylphenidate,N,PT,36315573,Blood creatinine abnormal,21604757_36315573,methylphenidate and Blood creatinine abnormal
ATC 5th,21604757,methylphenidate,N,PT,36315575,Blood creatinine increased,21604757_36315575,methylphenidate and Blood creatinine increased
ATC 5th,21604757,methylphenidate,N,PT,36315595,Creatinine renal clearance decreased,21604757_36315595,methylphenidate and Creatinine renal clearance decreased
ATC 5th,21604757,methylphenidate,N,PT,36315611,Inulin renal clearance decreased,21604757_36315611,methylphenidate and Inulin renal clearance decreased
ATC 5th,21604757,methylphenidate,N,PT,37019353,Renal cortical necrosis,21604757_37019353,methylphenidate and Renal cortical necrosis
ATC 5th,21604757,methylphenidate,N,PT,35506541,Renal papillary necrosis,21604757_35506541,methylphenidate and Renal papillary necrosis
ATC 5th,21604757,methylphenidate,N,PT,36315599,Creatinine urine decreased,21604757_36315599,methylphenidate and Creatinine urine decreased
ATC 5th,21604757,methylphenidate,N,PT,36315594,Creatinine renal clearance abnormal,21604757_36315594,methylphenidate and Creatinine renal clearance abnormal
ATC 5th,21604757,methylphenidate,N,PT,36313522,Alanine aminotransferase abnormal,21604757_36313522,methylphenidate and Alanine aminotransferase abnormal
ATC 5th,21604757,methylphenidate,N,PT,36313524,Alanine aminotransferase increased,21604757_36313524,methylphenidate and Alanine aminotransferase increased
ATC 5th,21604757,methylphenidate,N,PT,35909522,Biliary cirrhosis,21604757_35909522,methylphenidate and Biliary cirrhosis
ATC 5th,21604757,methylphenidate,N,PT,36313544,Bilirubin conjugated increased,21604757_36313544,methylphenidate and Bilirubin conjugated increased
ATC 5th,21604757,methylphenidate,N,PT,35909527,Hepatic cirrhosis,21604757_35909527,methylphenidate and Hepatic cirrhosis
ATC 5th,21604757,methylphenidate,N,PT,35909611,Hepatic necrosis,21604757_35909611,methylphenidate and Hepatic necrosis
ATC 5th,21604757,methylphenidate,N,PT,35909471,Hepatitis cholestatic,21604757_35909471,methylphenidate and Hepatitis cholestatic
ATC 5th,21604757,methylphenidate,N,PT,35909622,Hepatocellular damage neonatal,21604757_35909622,methylphenidate and Hepatocellular damage neonatal
ATC 5th,21604757,methylphenidate,N,PT,35909624,Hepatocellular injury,21604757_35909624,methylphenidate and Hepatocellular injury
ATC 5th,21604757,methylphenidate,N,PT,36312568,Blood alkaline phosphatase increased,21604757_36312568,methylphenidate and Blood alkaline phosphatase increased
ATC 5th,21604757,methylphenidate,N,PT,36312566,Blood alkaline phosphatase abnormal,21604757_36312566,methylphenidate and Blood alkaline phosphatase abnormal
ATC 5th,21604757,methylphenidate,N,PT,35909628,Mixed liver injury,21604757_35909628,methylphenidate and Mixed liver injury
ATC 5th,21604757,methylphenidate,N,PT,35909503,Liver injury,21604757_35909503,methylphenidate and Liver injury
ATC 5th,21604757,methylphenidate,N,PT,36313543,Bilirubin conjugated abnormal,21604757_36313543,methylphenidate and Bilirubin conjugated abnormal
ATC 5th,21604757,methylphenidate,N,PT,35909606,Cholestatic liver injury,21604757_35909606,methylphenidate and Cholestatic liver injury
ATC 5th,21604757,methylphenidate,N,PT,42889492,Acute yellow liver atrophy,21604757_42889492,methylphenidate and Acute yellow liver atrophy
ATC 5th,21604757,methylphenidate,N,PT,42889495,Drug-induced liver injury,21604757_42889495,methylphenidate and Drug-induced liver injury
ATC 5th,21604757,methylphenidate,N,PT,36009756,Anaphylactic reaction,21604757_36009756,methylphenidate and Anaphylactic reaction
ATC 5th,21604757,methylphenidate,N,PT,36009707,Erythema multiforme,21604757_36009707,methylphenidate and Erythema multiforme
ATC 5th,21604757,methylphenidate,N,PT,36045217,Fixed drug eruption,21604757_36045217,methylphenidate and Fixed drug eruption
ATC 5th,21604757,methylphenidate,N,PT,35607134,Oculomucocutaneous syndrome,21604757_35607134,methylphenidate and Oculomucocutaneous syndrome
ATC 5th,21604757,methylphenidate,N,PT,37320187,Rash papular,21604757_37320187,methylphenidate and Rash papular
ATC 5th,21604757,methylphenidate,N,PT,36009724,Stevens-Johnson syndrome,21604757_36009724,methylphenidate and Stevens-Johnson syndrome
ATC 5th,21604757,methylphenidate,N,PT,36009754,Toxic epidermal necrolysis,21604757_36009754,methylphenidate and Toxic epidermal necrolysis
ATC 5th,21604757,methylphenidate,N,PT,36009755,Toxic skin eruption,21604757_36009755,methylphenidate and Toxic skin eruption
ATC 5th,21604757,methylphenidate,N,PT,36919230,Completed suicide,21604757_36919230,methylphenidate and Completed suicide
ATC 5th,21604757,methylphenidate,N,PT,36919236,Suicide attempt,21604757_36919236,methylphenidate and Suicide attempt
ATC 5th,21604757,methylphenidate,N,PT,36313175,Platelet count abnormal,21604757_36313175,methylphenidate and Platelet count abnormal
ATC 5th,21604757,methylphenidate,N,PT,36313176,Platelet count decreased,21604757_36313176,methylphenidate and Platelet count decreased
ATC 5th,21604757,methylphenidate,N,PT,35104678,Platelet destruction increased,21604757_35104678,methylphenidate and Platelet destruction increased
ATC 5th,21604757,methylphenidate,N,PT,35104679,Platelet disorder,21604757_35104679,methylphenidate and Platelet disorder
ATC 5th,21604757,methylphenidate,N,PT,35104690,Platelet production decreased,21604757_35104690,methylphenidate and Platelet production decreased
ATC 5th,21604757,methylphenidate,N,PT,35104182,Purpura neonatal,21604757_35104182,methylphenidate and Purpura neonatal
ATC 5th,21604757,methylphenidate,N,PT,35104691,Thrombocytopenia,21604757_35104691,methylphenidate and Thrombocytopenia
ATC 5th,21604757,methylphenidate,N,PT,35104692,Thrombocytopenia neonatal,21604757_35104692,methylphenidate and Thrombocytopenia neonatal
ATC 5th,21604757,methylphenidate,N,PT,35104693,Thrombocytopenic purpura,21604757_35104693,methylphenidate and Thrombocytopenic purpura
ATC 5th,21604757,methylphenidate,N,PT,35104688,Heparin-induced thrombocytopenia,21604757_35104688,methylphenidate and Heparin-induced thrombocytopenia
ATC 5th,21604757,methylphenidate,N,PT,42889748,Heparin-induced thrombocytopenia test positive,21604757_42889748,methylphenidate and Heparin-induced thrombocytopenia test positive
ATC 5th,21604757,methylphenidate,N,PT,42888927,Non-immune heparin associated thrombocytopenia,21604757_42888927,methylphenidate and Non-immune heparin associated thrombocytopenia
ATC 5th,21604941,mebendazole,N,PT,36315573,Blood creatinine abnormal,21604941_36315573,mebendazole and Blood creatinine abnormal
ATC 5th,21604941,mebendazole,N,PT,36315575,Blood creatinine increased,21604941_36315575,mebendazole and Blood creatinine increased
ATC 5th,21604941,mebendazole,N,PT,36315595,Creatinine renal clearance decreased,21604941_36315595,mebendazole and Creatinine renal clearance decreased
ATC 5th,21604941,mebendazole,N,PT,36315611,Inulin renal clearance decreased,21604941_36315611,mebendazole and Inulin renal clearance decreased
ATC 5th,21604941,mebendazole,N,PT,37019353,Renal cortical necrosis,21604941_37019353,mebendazole and Renal cortical necrosis
ATC 5th,21604941,mebendazole,N,PT,35506541,Renal papillary necrosis,21604941_35506541,mebendazole and Renal papillary necrosis
ATC 5th,21604941,mebendazole,N,PT,36315599,Creatinine urine decreased,21604941_36315599,mebendazole and Creatinine urine decreased
ATC 5th,21604941,mebendazole,N,PT,36315594,Creatinine renal clearance abnormal,21604941_36315594,mebendazole and Creatinine renal clearance abnormal
ATC 5th,21604941,mebendazole,N,PT,36009756,Anaphylactic reaction,21604941_36009756,mebendazole and Anaphylactic reaction
ATC 5th,21604941,mebendazole,N,PT,36009707,Erythema multiforme,21604941_36009707,mebendazole and Erythema multiforme
ATC 5th,21604941,mebendazole,N,PT,36045217,Fixed drug eruption,21604941_36045217,mebendazole and Fixed drug eruption
ATC 5th,21604941,mebendazole,N,PT,35607134,Oculomucocutaneous syndrome,21604941_35607134,mebendazole and Oculomucocutaneous syndrome
ATC 5th,21604941,mebendazole,N,PT,37320187,Rash papular,21604941_37320187,mebendazole and Rash papular
ATC 5th,21604941,mebendazole,N,PT,36009724,Stevens-Johnson syndrome,21604941_36009724,mebendazole and Stevens-Johnson syndrome
ATC 5th,21604941,mebendazole,N,PT,36009754,Toxic epidermal necrolysis,21604941_36009754,mebendazole and Toxic epidermal necrolysis
ATC 5th,21604941,mebendazole,N,PT,36009755,Toxic skin eruption,21604941_36009755,mebendazole and Toxic skin eruption
ATC 5th,21604941,mebendazole,N,PT,36919145,Acute psychosis,21604941_36919145,mebendazole and Acute psychosis
ATC 5th,21604941,mebendazole,N,PT,36919053,Affective disorder,21604941_36919053,mebendazole and Affective disorder
ATC 5th,21604941,mebendazole,N,PT,36918968,Delusion,21604941_36918968,mebendazole and Delusion
ATC 5th,21604941,mebendazole,N,PT,36918969,Delusion of grandeur,21604941_36918969,mebendazole and Delusion of grandeur
ATC 5th,21604941,mebendazole,N,PT,36918970,Delusion of reference,21604941_36918970,mebendazole and Delusion of reference
ATC 5th,21604941,mebendazole,N,PT,36918971,Delusion of replacement,21604941_36918971,mebendazole and Delusion of replacement
ATC 5th,21604941,mebendazole,N,PT,36918974,Erotomanic delusion,21604941_36918974,mebendazole and Erotomanic delusion
ATC 5th,21604941,mebendazole,N,PT,36919067,Grandiosity,21604941_36919067,mebendazole and Grandiosity
ATC 5th,21604941,mebendazole,N,PT,36918975,Jealous delusion,21604941_36918975,mebendazole and Jealous delusion
ATC 5th,21604941,mebendazole,N,PT,36919075,Paranoia,21604941_36919075,mebendazole and Paranoia
ATC 5th,21604941,mebendazole,N,PT,36918976,Persecutory delusion,21604941_36918976,mebendazole and Persecutory delusion
ATC 5th,21604941,mebendazole,N,PT,36919154,Schizoaffective disorder,21604941_36919154,mebendazole and Schizoaffective disorder
ATC 5th,21604941,mebendazole,N,PT,36919152,Senile psychosis,21604941_36919152,mebendazole and Senile psychosis
ATC 5th,21604941,mebendazole,N,PT,36919153,Shared psychotic disorder,21604941_36919153,mebendazole and Shared psychotic disorder
ATC 5th,21604941,mebendazole,N,PT,36918977,Somatic delusion,21604941_36918977,mebendazole and Somatic delusion
ATC 5th,21604941,mebendazole,N,PT,36919151,Reactive psychosis,21604941_36919151,mebendazole and Reactive psychosis
ATC 5th,21604941,mebendazole,N,PT,36919136,Transient psychosis,21604941_36919136,mebendazole and Transient psychosis
ATC 5th,21604941,mebendazole,N,PT,36919033,Bipolar disorder,21604941_36919033,mebendazole and Bipolar disorder
ATC 5th,21604941,mebendazole,N,PT,36718514,Epileptic psychosis,21604941_36718514,mebendazole and Epileptic psychosis
ATC 5th,21604941,mebendazole,N,PT,36919146,Childhood psychosis,21604941_36919146,mebendazole and Childhood psychosis
ATC 5th,21604941,mebendazole,N,PT,36919149,Psychotic disorder,21604941_36919149,mebendazole and Psychotic disorder
ATC 5th,21604941,mebendazole,N,PT,36919147,Hysterical psychosis,21604941_36919147,mebendazole and Hysterical psychosis
ATC 5th,21604941,mebendazole,N,PT,36918973,Depressive delusion,21604941_36918973,mebendazole and Depressive delusion
